*YYYYMMDD HHMMSS JJJJJ.JJJJ         X             Y             Z            Sx        Sy       Sz     Rxy   Rxz    Ryz            NLat         Elong         Height         dN        dE        dU         Sn       Se       Su      Rne    Rnu    Reu  Soln
 20210527 115900 59361.4993  1952594.27595 -5808509.67111 -1780816.84008  0.00276  0.00650  0.00283 -0.573 -0.615  0.720     -16.3075786604  288.5806356780 4971.48189     0.04324   0.01644   0.06804    0.00183  0.00222  0.00705 -0.236 -0.156 -0.133 orbit
 20210528 115900 59362.4993  1952594.27693 -5808509.67316 -1780816.84192  0.00291  0.00660  0.00300 -0.583 -0.628  0.676     -16.3075786707  288.5806356806 4971.48459     0.04210   0.01672   0.07074    0.00205  0.00229  0.00718 -0.290 -0.139 -0.083 orbit
 20210529 115900 59363.4993  1952594.27655 -5808509.66901 -1780816.84256  0.00285  0.00662  0.00301 -0.616 -0.645  0.672     -16.3075786865  288.5806356896 4971.48087     0.04034   0.01768   0.06702    0.00207  0.00217  0.00721 -0.302 -0.133 -0.074 orbit
 20210530 115900 59364.4993  1952594.27723 -5808509.66958 -1780816.84090  0.00295  0.00660  0.00290 -0.595 -0.631  0.699     -16.3075786701  288.5806356939 4971.48113     0.04216   0.01814   0.06728    0.00192  0.00229  0.00719 -0.268 -0.130 -0.061 orbit
 20210531 115900 59365.4993  1952594.27274 -5808509.66343 -1780816.83561  0.00272  0.00641  0.00284 -0.593 -0.625  0.675     -16.3075786427  288.5806356725 4971.47268     0.04521   0.01585   0.05883    0.00195  0.00214  0.00695 -0.282 -0.113 -0.113 orbit
 20210601 115900 59366.4993  1952594.27377 -5808509.66226 -1780816.83752  0.00265  0.00632  0.00285 -0.582 -0.635  0.643     -16.3075786613  288.5806356851 4971.47246     0.04315   0.01720   0.05861    0.00202  0.00211  0.00682 -0.333 -0.099 -0.129 orbit
 20210602 115900 59367.4993  1952594.27724 -5808509.66669 -1780816.84118  0.00274  0.00639  0.00297 -0.597 -0.643  0.661     -16.3075786796  288.5806357027 4971.47858     0.04111   0.01907   0.06473    0.00207  0.00214  0.00695 -0.318 -0.145 -0.095 orbit
 20210603 115900 59368.4993  1952594.27456 -5808509.66188 -1780816.83508  0.00267  0.00624  0.00276 -0.576 -0.635  0.666     -16.3075786404  288.5806356932 4971.47168     0.04547   0.01807   0.05783    0.00190  0.00214  0.00675 -0.319 -0.104 -0.115 orbit
 20210604 115900 59369.4993  1952594.27852 -5808509.66462 -1780816.83654  0.00261  0.00617  0.00269 -0.567 -0.622  0.698     -16.3075786433  288.5806357202 4971.47579     0.04515   0.02094   0.06194    0.00179  0.00212  0.00667 -0.274 -0.131 -0.137 orbit
 20210605 115900 59370.4993  1952594.27638 -5808509.66283 -1780816.83854  0.00274  0.00647  0.00286 -0.582 -0.627  0.693     -16.3075786666  288.5806357066 4971.47406     0.04255   0.01949   0.06021    0.00191  0.00219  0.00701 -0.275 -0.134 -0.125 orbit
 20210606 115900 59371.4993  1952594.27747 -5808509.66816 -1780816.84163  0.00281  0.00635  0.00298 -0.598 -0.653  0.674     -16.3075786797  288.5806357003 4971.48012     0.04109   0.01882   0.06627    0.00204  0.00218  0.00695 -0.324 -0.168 -0.062 orbit
 20210607 115900 59372.4993  1952594.27895 -5808509.66717 -1780816.84432  0.00287  0.00657  0.00308 -0.595 -0.648  0.669     -16.3075787042  288.5806357164 4971.48042     0.03836   0.02054   0.06657    0.00213  0.00224  0.00717 -0.320 -0.164 -0.076 orbit
 20210608 115900 59373.4993  1952594.27860 -5808509.66318 -1780816.83866  0.00276  0.00628  0.00278 -0.570 -0.636  0.670     -16.3075786650  288.5806357251 4971.47510     0.04273   0.02147   0.06125    0.00191  0.00221  0.00680 -0.319 -0.112 -0.093 orbit
 20210609 115900 59374.4993  1952594.27880 -5808509.66630 -1780816.84229  0.00295  0.00659  0.00307 -0.583 -0.654  0.667     -16.3075786888  288.5806357177 4971.47901     0.04008   0.02068   0.06516    0.00211  0.00232  0.00719 -0.341 -0.158 -0.062 orbit
 20210610 115900 59375.4993  1952594.27622 -5808509.66074 -1780816.83758  0.00277  0.00634  0.00284 -0.577 -0.633  0.675     -16.3075786634  288.5806357114 4971.47184     0.04290   0.02000   0.05799    0.00194  0.00220  0.00688 -0.304 -0.126 -0.097 orbit
 20210611 115900 59376.4993  1952594.27783 -5808509.66509 -1780816.83982  0.00276  0.00639  0.00288 -0.581 -0.642  0.664     -16.3075786711  288.5806357127 4971.47693     0.04205   0.02014   0.06308    0.00200  0.00219  0.00693 -0.327 -0.122 -0.102 orbit
 20210612 115900 59377.4993  1952594.27392 -5808509.66300 -1780816.83740  0.00262  0.00611  0.00269 -0.576 -0.614  0.685     -16.3075786584  288.5806356843 4971.47315     0.04347   0.01710   0.05930    0.00182  0.00209  0.00661 -0.265 -0.120 -0.119 orbit
 20210613 115900 59378.4993  1952594.27989 -5808509.66449 -1780816.83727  0.00298  0.00643  0.00295 -0.596 -0.635  0.712     -16.3075786488  288.5806357327 4971.47629     0.04453   0.02228   0.06244    0.00193  0.00230  0.00706 -0.259 -0.191 -0.025 orbit
 20210614 115900 59379.4993  1952594.27638 -5808509.66016 -1780816.83552  0.00262  0.00603  0.00269 -0.590 -0.637  0.678     -16.3075786469  288.5806357145 4971.47079     0.04474   0.02034   0.05694    0.00183  0.00206  0.00655 -0.301 -0.122 -0.091 orbit
 20210615 115900 59380.4993  1952594.28234 -5808509.66519 -1780816.84199  0.00314  0.00663  0.00332 -0.601 -0.683  0.670     -16.3075786861  288.5806357523 4971.47900     0.04038   0.02438   0.06515    0.00228  0.00240  0.00734 -0.376 -0.226  0.017 orbit
